Date,Open,High,Low,Close,Adjusted_close,Volume
2010-03-05,127.17,127.55,127.04,127.25,87.3018,6140472
2010-03-08,127.06,127.5,126.36,126.41,86.7255,6199570
2010-03-09,126.27,126.29,125.2,125.55,86.1355,7529306
2010-03-10,125.985,126.36,125.21,125.62,86.1835,6917512
2010-03-11,125.71,127.81,125.71,127.6,87.542,7929401
2010-03-12,127.91,128.37,127.51,127.94,87.7752,5170094
2010-03-15,127.4,128.34,127.28,127.83,87.6998,4544089
2010-03-16,128,128.88,127.45,128.67,88.276,6135031
2010-03-17,128.9,128.93,127.36,127.76,87.6517,6348995
2010-03-18,127.46,128.75,127.45,128.38,88.0771,4954633
2010-03-19,128.84,128.93,126.78,127.71,87.6174,10744290
2010-03-22,127.11,128.39,126.57,127.98,87.8027,5651866
2010-03-23,127.94,129.43,127.64,129.37,88.7563,5979298
2010-03-24,128.63,129.95,128.47,128.53,88.18,6669246
2010-03-25,129.36,130.73,129.13,129.24,88.6671,7605394
2010-03-26,128.93,129.78,128.7205,129.26,88.6808,5550705
2010-03-29,129.3,129.95,128.26,128.59,88.2212,4643265
2010-03-30,128.9,129.13,128.25,128.77,88.3447,3426538
2010-03-31,128.23,128.75,127.65,128.25,87.9879,4904711
2010-04-01,128.95,129.31,127.55,128.25,87.9879,4980625
2010-04-05,128.38,129.8,128.14,129.35,88.7426,4118884
2010-04-06,128.68,129.3,128.05,128.93,88.4544,3926409
2010-04-07,128.53,129.27,128.01,128.48,88.1457,5157358
2010-04-08,128.04,128.23,127.2,127.61,87.5488,6006833
2010-04-09,127.88,128.87,127.12,128.76,88.3378,5186516
2010-04-12,128.57,128.956,128.24,128.36,88.0634,3994168
2010-04-13,128.26,129.435,127.84,129.03,88.523,6821802
2010-04-14,129.73,131.42,129.46,131.25,90.0461,8545857
2010-04-15,130.53,131.14,130.1902,130.89,89.7991,6425399
2010-04-16,130.68,132.17,130.25,130.63,89.6207,9549798
2010-04-19,130.38,132.28,130.38,132.23,90.7184,11353680
2010-04-20,129.2,130.33,128.26,129.69,88.9758,15218570
2010-04-21,129.87,130.27,128.5,128.99,88.4956,7560015
2010-04-22,128.64,129.36,127.77,129.13,88.5916,6018690
2010-04-23,129.08,130.1,128.71,129.99,89.1817,6197382
2010-04-26,129.76,131.04,129.54,130.73,89.6893,5285484
2010-04-27,129.9,132,128.71,128.82,88.379,10917510
2010-04-28,129.4,130.47,129.03,130.1,89.2571,7123602
2010-04-29,130.55,131.21,130.15,130.46,89.5041,5786888
2010-04-30,130.43,130.636,128.84,129,88.5024,6266689
2010-05-03,129.39,130.14,128.8,129.6,88.9141,4992019
2010-05-04,128.89,128.93,126.5754,128.12,87.8987,8285289
2010-05-05,127.12,128.23,126.87,127.46,87.4459,6072834
2010-05-06,126.29,127.93,116,123.92,85.453,13169700
2010-05-07,123.36,124.39,120,122.1,84.198,10585340
2010-05-10,126.27,126.67,125.06,126.27,87.0735,8464250
2010-05-11,125.21,128.42,125.15,126.89,87.5011,6499773
2010-05-12,127.16,132.85,127.01,132.68,91.4938,16629699
2010-05-13,130.93,133.1,130.85,131.48,90.6663,10498360
2010-05-14,131.06,131.67,129.41,131.19,90.4663,9920567
2010-05-17,130.68,131.76,128.7,130.44,89.9491,8924745
2010-05-18,131.26,131.99,129.9,129.95,89.6112,9332110
2010-05-19,129.37,130.5,127.82,128.86,88.8596,8669840
2010-05-20,127.22,127.96,123.68,123.8,85.3703,13178150
2010-05-21,122.16,125.61,121.4,125.42,86.4874,12639580
2010-05-24,125.26,126.02,124.04,124.45,85.8185,6876074
2010-05-25,121.47,124.95,121.47,124.52,85.8668,9498873
2010-05-26,124.89,125.94,123,123.23,84.9772,9085936
2010-05-27,125.05,126.39,124.77,126.39,87.1563,7726560
2010-05-28,125.96,126.2794,124.29,125.26,86.3771,7422373
2010-06-01,124.69,126.88,124.2,124.34,85.7426,7136082
2010-06-02,124.85,127.5,124.35,127.41,87.8597,7705556
2010-06-03,127.75,128.22,126.46,127.96,88.2389,6645219
2010-06-04,126.37,127.1,124.67,125.28,86.3908,9669111
2010-06-07,125.57,125.86,124.13,124.13,85.5978,6951325
2010-06-08,124.26,124.46,122.82,123.72,85.3151,8399126
2010-06-09,124.83,125.84,123.58,123.9,85.4392,7800309
2010-06-10,125.99,128.22,125.8,127.68,88.0458,7479610
2010-06-11,126.73,128.8,126.44,128.45,88.5768,5827093
2010-06-14,128.5,129.97,128.49,128.5,88.6113,6753113
2010-06-15,128.93,129.95,128.37,129.79,89.5009,6652612
2010-06-16,128.34,130.68,128.34,130.35,89.887,6400971
2010-06-17,130.07,131.03,129.86,130.98,90.3215,5575129
2010-06-18,131.02,131.25,130.13,130.15,89.7491,9581587
2010-06-21,131.42,131.94,130.22,130.65,90.0939,6857800
2010-06-22,130.37,131.47,129.07,129.3,89.163,6030623
2010-06-23,129.25,131.47,129.09,130.11,89.7215,6855741
2010-06-24,129.57,129.73,127.7,128.19,88.3975,5565558
2010-06-25,128.34,129.095,127.12,127.12,87.6597,10420670
2010-06-28,127.65,129.47,127.22,128.98,88.9423,6335135
2010-06-29,127.35,128.4,124.12,125.09,86.2598,9378799
2010-06-30,124.83,125.22,123,123.48,85.1496,8017939
2010-07-01,123.55,124.21,121.61,122.57,84.5221,9742208
2010-07-02,123.29,123.29,120.61,121.86,84.0325,6454413
2010-07-06,123.58,124.63,122.17,123.46,85.1358,6348708
2010-07-07,123.47,127.12,123.47,127,87.5769,7090291
2010-07-08,127.37,128.15,126.74,127.97,88.2458,5439963
2010-07-09,127.9,128.2,127.29,127.96,88.2389,3898464
2010-07-12,127.37,128.83,127.16,128.67,88.7285,4206871
2010-07-13,128.97,130.98,128.69,130.48,89.9767,6687660
2010-07-14,129.32,131.6,129.14,130.72,90.1422,6607133
2010-07-15,129.87,130.92,129.55,130.72,90.1422,6187523
2010-07-16,129.96,130.15,127.85,128.03,88.2872,7002854
2010-07-19,128.67,130.38,128.37,129.79,89.5009,8388587
2010-07-20,122.97,126.56,122.93,126.55,87.2666,16340310
2010-07-21,126.44,126.5,124.62,125.27,86.384,8615430
2010-07-22,126.32,127.78,126.05,127.47,87.901,6909088
2010-07-23,127.3,128.8,127,128.38,88.5286,5077974
2010-07-26,128.18,128.43,127.14,128.41,88.5492,5172270
2010-07-27,128.78,129.17,127.89,128.63,88.7009,4648527
2010-07-28,128.67,129.35,127.88,128.43,88.563,4252631
2010-07-29,129.06,129.5,127.14,128.02,88.2803,8997318
2010-07-30,127.43,128.98,127.04,128.4,88.5423,6025837
2010-08-02,129.25,131.2,129.25,130.76,90.1698,6437441
2010-08-03,130.03,131.04,129.33,130.37,89.9008,5091953
2010-08-04,130.46,131.5,129.85,131.27,90.5214,4573074
2010-08-05,130.73,131.98,130.53,131.83,90.9076,4523103
2010-08-06,130.41,130.48,128.76,130.14,90.1869,6137850
2010-08-09,130.79,132.34,130.4,132,91.4759,6135341
2010-08-10,131.18,132.49,130.77,131.84,91.365,5471688
2010-08-11,130.69,130.69,129.461,129.83,89.9721,6318083
2010-08-12,127.69,128.78,127.52,128.3,88.9118,5132391
2010-08-13,127.96,128.46,127.33,127.87,88.6138,4670519
2010-08-16,127.47,128.23,126.96,127.77,88.5445,4009130
2010-08-17,128.83,129.85,127.905,128.45,89.0157,4298556
2010-08-18,128.87,130.195,127.8,129.3925,89.6689,4883300
2010-08-19,128.67,129.59,128.02,128.9,89.3276,5402547
2010-08-20,128.72,128.98,126.96,127.5,88.3574,6246279
2010-08-23,127.57,128.03,126.44,126.47,87.6436,4034693
2010-08-24,125.21,126.02,124.57,124.9,86.5556,5624039
2010-08-25,124.57,125.6,124,125.27,86.812,5239579
2010-08-26,125.78,125.78,122.78,122.78,85.0864,7748597
2010-08-27,123.83,124.8,122.42,124.73,86.4378,6214197
2010-08-30,125.08,125.2699,123.4,123.4,85.5161,3603963
2010-08-31,123.31,123.99,122.28,123.13,85.329,5624125
2010-09-01,125.31,126.31,124.52,125.77,87.1585,5624070
2010-09-02,126.03,126.23,124.65,125.04,86.6526,5104538
2010-09-03,126.22,127.6,125.9001,127.58,88.4128,5144355
2010-09-07,126.99,127.36,125.8801,125.95,87.2832,4353927
2010-09-08,126.02,126.5199,125.39,126.08,87.3733,4486438
2010-09-09,127.27,127.57,126.15,126.36,87.5674,3437612
2010-09-10,126.99,128.29,126.26,127.99,88.6969,4419379
2010-09-13,128.63,130,128.52,129.61,89.8196,5272370
2010-09-14,128.43,129.92,128.43,128.85,89.2929,4851469
2010-09-15,128.65,129.96,128.54,129.43,89.6949,4762454
2010-09-16,129.2,129.95,128.8,129.67,89.8612,4685578
2010-09-17,129.92,130.6,129.7,130.19,90.2215,10397660
2010-09-20,130.24,132.09,130.11,131.79,91.3303,7214702
2010-09-21,131.45,132.8,130.78,131.98,91.462,5268605
2010-09-22,131.61,132.58,131.4,132.57,91.8709,4922526
2010-09-23,131.42,132.78,131.22,131.67,91.2472,3898904
2010-09-24,132.42,134.15,132.34,134.11,92.9381,7122325
2010-09-27,133.51,135,133.51,134.65,93.3123,6155512
2010-09-28,134.67,135.14,133.71,134.89,93.4786,7484022
2010-09-29,134.4,135.805,134.34,135.48,93.8875,5151624
2010-09-30,135.5,136.11,133.67,134.14,92.9589,6432129
2010-10-01,135.51,136.28,135.09,135.64,93.9984,5621197
2010-10-04,135.23,135.92,134.39,135.25,93.7281,4063858
2010-10-05,136.18,137.9015,136.12,137.66,95.3982,6202496
2010-10-06,136.88,137.96,136.83,137.84,95.523,4782906
2010-10-07,137.92,138.88,137.52,138.72,96.1328,6440718
2010-10-08,138.4,139.09,138.06,138.85,96.2229,4543943
2010-10-11,138.79,139.94,138.64,139.66,96.7842,4009658
2010-10-12,138.4,139.99,138.27,139.85,96.9159,5639174
2010-10-13,139.91,141.48,139.78,140.37,97.2763,8788326
2010-10-14,140.35,141.5,139.69,141.5,98.0594,5658943
2010-10-15,142.1,142.1,140.54,141.06,97.7544,7224057
2010-10-18,140.9,143.03,140.84,142.83,98.981,10341160
2010-10-19,137.3,139.34,136.7,138.03,95.6547,14160550
2010-10-20,138.28,139.87,138.13,139.07,96.3754,6954831
2010-10-21,139.81,140.49,138.4,139.83,96.9021,6230393
2010-10-22,140.15,140.75,139.46,139.67,96.7912,4105312
2010-10-25,140.42,141.4,139.81,139.84,96.909,4870212
2010-10-26,139.29,142,138.53,140.67,97.4842,7328198
2010-10-27,139.52,141.57,139,141.43,98.0108,6467113
2010-10-28,141.84,141.95,140.42,140.9,97.6436,5482601
2010-10-29,140.9,144,140.75,143.6,99.5147,8444096
2010-11-01,143.64,144.26,142.32,143.32,99.3206,5676036
2010-11-02,143.85,144.71,143.71,143.84,99.681,4626496
2010-11-03,144.24,144.46,142.63,144.17,99.9097,5182447
2010-11-04,144.82,146.84,144.71,146.79,101.7253,6626305
2010-11-05,145.94,146.93,145.67,146.92,101.8154,4996376
2010-11-08,145.35,146.58,145.25,146.46,101.9477,4459904
2010-11-09,146.7,147.53,145.63,146.14,101.7249,5701284
2010-11-10,146.09,146.79,145.63,146.55,102.0103,5175737
2010-11-11,144.7,145.5,143.35,145.43,101.2307,4752261
2010-11-12,144.59,145.77,143.55,143.74,100.0543,4732937
2010-11-15,143.89,144.75,143.27,143.64,99.9847,3828151
2010-11-16,142.93,143.38,141.18,142.24,99.0102,6350519
2010-11-17,142.49,142.49,141.39,141.95,98.8084,4787048
2010-11-18,143.04,144.99,142.75,144.36,100.4859,4238874
2010-11-19,144.38,145.35,143.99,145.05,100.9662,5015957
2010-11-22,144,145.43,143.56,145.39,101.2029,3730686
2010-11-23,144.24,144.53,142.33,143.18,99.6645,4573145
2010-11-24,143.95,146.44,143.82,145.81,101.4952,4877219
2010-11-26,145.3,145.3,143.57,144.11,100.3119,2081260
2010-11-29,143.53,143.67,141.5,142.89,99.4627,5040206
2010-11-30,142.24,142.76,141.28,141.46,98.4673,7676320
2010-12-01,143.61,145.13,143.51,144.41,100.5207,6826974
2010-12-02,144.33,145.85,144.3,145.18,101.0567,5375523
2010-12-03,144.25,145.68,144.25,145.38,101.1959,3710884
2010-12-06,144.54,145.87,144.52,144.99,100.9244,3321951
2010-12-07,146.02,146.2999,143.87,144.02,100.2492,4830430
2010-12-08,144.35,145.65,143.84,144.98,100.9175,4962115
2010-12-09,145.94,145.94,143.52,144.3,100.4441,4406114
2010-12-10,144.88,144.95,143.73,144.82,100.8061,3503880
2010-12-13,145.14,145.4,144.21,144.28,100.4302,4741876
2010-12-14,144.26,146.01,144.26,145.82,101.5022,4804172
2010-12-15,145.13,145.72,144.31,144.72,100.7365,4447397
2010-12-16,144.84,145.32,144.15,144.55,100.6182,4178664
2010-12-17,144.69,145.5,144.4,145,100.9314,10026950
2010-12-20,145.39,145.54,144.39,144.51,100.5903,3994963
2010-12-21,144.99,145.99,144.33,145.74,101.4465,3779240
2010-12-22,145.66,146.4,145.58,145.95,101.5927,3388801
2010-12-23,145.89,146.33,145.33,145.89,101.5509,2425301
2010-12-27,145.12,145.7,145,145.34,101.1681,2314687
2010-12-28,145.31,146.15,145.06,145.71,101.4256,2700968
2010-12-29,146,147.5,145.71,146.52,101.9894,3662739
2010-12-30,146.36,147.11,146.25,146.67,102.0938,3039004
2010-12-31,146.73,147.07,145.96,146.76,102.1565,2969933
2011-01-03,147.21,148.2,147.14,147.48,102.6577,4604911
2011-01-04,147.56,148.22,146.64,147.64,102.769,5060088
2011-01-05,147.34,147.48,146.73,147.05,102.3584,4659195
2011-01-06,147.13,148.79,146.82,148.66,103.479,5032270
2011-01-07,148.79,148.86,146.94,147.93,102.9709,4136379
2011-01-10,147.58,148.06,147.23,147.64,102.769,3633350
2011-01-11,148.2,148.35,146.75,147.28,102.5185,4164771
2011-01-12,147.99,149.29,147.67,149.1,103.7853,4091442
2011-01-13,149.24,149.29,148.25,148.82,103.5904,3445785
2011-01-14,148.89,150,148.47,150,104.4118,4546899
2011-01-18,149.82,151.465,149.38,150.65,104.8642,9176829
2011-01-19,153.26,156.13,152.8301,155.69,108.3725,12143650
2011-01-20,154.53,155.96,154.45,155.8,108.449,7441447
2011-01-21,156.4,156.78,154.96,155.5,108.2402,7009010
2011-01-24,155.42,159.79,155.33,159.63,111.115,7288661
2011-01-25,159.21,164.35,159,161.44,112.3749,8262242
2011-01-26,161.67,161.904,160.42,161.04,112.0965,5353895
2011-01-27,161.43,162.18,160.86,161.07,112.1174,4879977
2011-01-28,161.05,161.9201,158.67,159.21,110.8227,6725708
2011-01-31,159.18,162,158.68,162,112.7647,7197200
2011-02-01,162.11,163.94,162,163.56,113.8506,5834162
2011-02-02,163.4,163.6,162.61,163.3,113.6696,3904892
2011-02-03,163.16,164.2,162.81,163.53,113.8297,4685095
2011-02-04,163.48,164.14,163.22,164,114.1569,3755814
2011-02-07,164.08,164.99,164.02,164.82,114.7277,4932599
2011-02-08,164.82,166.25,164.32,166.05,116.0415,5615348
2011-02-09,165.62,165.97,164.1,164.65,115.0631,4635303
2011-02-10,163.9,165,163.18,164.09,114.6718,5737806
2011-02-11,163.98,165.01,163.31,163.85,114.504,5185697
2011-02-14,164.18,164.38,162.85,163.22,114.0638,4131438
2011-02-15,162.89,163.57,162.52,162.84,113.7982,3768703
2011-02-16,163.33,163.6,162.75,163.4,114.1896,3221301
2011-02-17,163.3,164.67,162.85,164.24,114.7766,3231171
2011-02-18,164.46,164.84,164.1,164.84,115.1959,4245059
2011-02-22,163.57,164.26,161.78,161.95,113.1763,5210857
2011-02-23,161.81,162.68,160.14,160.18,111.9393,6001475
2011-02-24,159.63,161.27,159.03,160.77,112.3516,5709476
2011-02-25,161.06,162.34,160.86,162.28,113.4069,4522003
2011-02-28,162.36,162.99,161.24,161.88,113.1273,4773936
2011-03-01,163.15,163.15,159.88,159.97,111.7926,4383043
2011-03-02,159.43,161.11,159.41,160.16,111.9253,3413127
2011-03-03,161.42,164,161.27,163.48,114.2455,4065346
2011-03-04,163.4,164.31,160.65,161.83,113.0924,4913666
2011-03-07,161.6,162.98,158.85,159.93,111.7646,5318064
2011-03-08,159.7,163.43,159.21,162.28,113.4069,5392122
2011-03-09,163.47,167.72,163.28,165.86,115.9087,9084892
2011-03-10,164.64,164.67,161.38,162.02,113.2252,7052811
2011-03-11,162.4,163.24,160.84,162.43,113.5117,4271968
2011-03-14,161.16,161.9804,160.09,161.39,112.7849,4304870
2011-03-15,157.35,159.64,156.88,159.02,111.1287,6485554
2011-03-16,156.52,156.98,151.71,153,106.9217,12204870
2011-03-17,154,154.5,152.7,154.18,107.7463,7378767
2011-03-18,156.5,156.95,154.32,155.89,108.9413,11454320
2011-03-21,157.64,159.63,157.07,157.68,110.1922,5784527
2011-03-22,158.56,158.61,157.52,158,110.4159,4312353
2011-03-23,158,160.08,157.53,159.53,111.4851,4783305
2011-03-24,160.23,160.71,158.84,160.04,111.8415,5150081
2011-03-25,160.98,162.74,160.76,162.18,113.337,5351526
2011-03-28,161.54,162.58,161.12,161.37,112.7709,3973680
2011-03-29,161.34,163.09,161.15,162.88,113.8262,3460830
2011-03-30,163.55,163.99,163.02,163.6,114.3293,3396852
2011-03-31,163.4,164.06,163.07,163.07,113.959,3862368
2011-04-01,163.7,164.42,163.04,164.27,114.7976,4388206
2011-04-04,164.42,164.73,163.58,164.25,114.7836,3226474
2011-04-05,163.81,164.7,163.62,163.99,114.6019,3616188
2011-04-06,164.34,164.75,163.81,164.04,114.6368,3776524
2011-04-07,164.1,164.5463,163.28,164.38,114.8744,3670064
2011-04-08,164.35,164.38,163.16,164.05,114.6438,3326158
2011-04-11,163.44,164,163.11,163.95,114.5739,4141248
2011-04-12,163.36,163.77,162.3,163.25,114.0847,3863367
2011-04-13,163.97,164.93,163.66,163.95,114.5739,4185429
2011-04-14,163.84,165.36,163.16,164.97,115.2867,4702262
2011-04-15,165,166.34,164.87,166.21,116.1533,5291077
2011-04-18,164.64,166.16,162.86,165.94,115.9646,6164069
2011-04-19,165.71,166.38,164.44,165.4,115.5872,6597435
2011-04-20,163.1,165.89,162.19,164.75,115.133,10901120
2011-04-21,165.63,168.45,164.86,168.28,117.5999,6171786
2011-04-25,167.65,168.77,167.23,167.67,117.1736,3582142
2011-04-26,167.99,169.2,167.4,168.49,117.7466,7267376
2011-04-27,168.61,170.59,168.46,170.37,119.0604,5299720
2011-04-28,169.99,171.38,169.7,170.78,119.347,5090377
2011-04-29,171.1,173,170.48,170.58,119.2072,5588010
2011-05-02,172.11,173.54,171.49,172.15,120.3044,5397951
2011-05-03,172,173.48,171.23,172.87,120.8075,5009923
2011-05-04,172.36,172.62,169.59,170.62,119.2352,6894585
2011-05-05,170.47,170.87,167.5,168.46,117.7257,7338670
2011-05-06,169.03,170.15,168.24,168.89,118.554,4839438
2011-05-09,168.39,169.85,168.31,169.1,118.7014,3591728
2011-05-10,169.25,170.9,169.22,170.38,119.5999,4936698
2011-05-11,170.3,170.52,167.82,169.5,118.9822,4665303
2011-05-12,169.65,172.77,168.65,172.24,120.9056,5142809
2011-05-13,171.7,172.15,169.44,169.92,119.277,5168995
2011-05-16,169.81,170.64,168.31,168.86,118.5329,4662973
2011-05-17,167.85,171.41,166.53,170.5,119.6841,8793885
2011-05-18,170.1,171.19,169.46,170.44,119.642,4157195
2011-05-19,170.86,171.4,169.32,170.59,119.7473,3540005
2011-05-20,170.4,171.15,169.38,170.16,119.4455,4873602
2011-05-23,168.58,168.69,167.07,168.26,118.1118,5150032
2011-05-24,168.5,168.67,167.51,167.99,117.9222,4643753
2011-05-25,167.63,168.4,167.51,167.75,117.7538,3884049
2011-05-26,167.46,167.5,165.9,167.18,117.3536,5775929
2011-05-27,167.91,168.47,167,167.5,117.5783,3277507
2011-05-31,168.44,169.89,167.82,168.93,118.5821,9130673
2011-06-01,168.9,169.58,166.5,166.56,116.9184,5134779
2011-06-02,166.44,167.1,165.71,166.09,116.5885,3854020
2011-06-03,164.3,165.89,164.13,165.05,115.8585,5230500
2011-06-06,164.76,165.58,164.27,164.75,115.6479,3619681
2011-06-07,165.11,165.24,163.61,163.69,114.9038,4189497
2011-06-08,163.27,164.85,163.26,164.34,115.3601,3850732
2011-06-09,165.01,165.96,164.76,164.84,115.711,4299799
2011-06-10,164.57,164.84,162.87,163.18,114.5458,4686370
2011-06-13,164.44,164.46,162.73,163.17,114.5388,5099508
2011-06-14,163.87,164.57,163.65,164.12,115.2056,7050074
2011-06-15,162.75,163.41,161.52,162.33,113.9491,5225995
2011-06-16,162.06,163.63,161.78,162.67,114.1878,4861065
2011-06-17,164.24,165.1,163.58,164.44,115.4303,7153383
2011-06-20,163.7,165.61,163.59,165.02,115.8374,3956099
2011-06-21,165.2,166.75,164,166.22,116.6798,5388285
2011-06-22,165.59,166.81,165.1,165.68,116.3007,3963254
2011-06-23,164.06,166.73,163.8,166.12,116.6096,5271671
2011-06-24,165.85,165.94,164.57,165.07,115.8725,4405237
2011-06-27,165.74,168.24,165.21,167.62,117.6625,4446954
2011-06-28,168.33,170.7,168.01,170.01,119.3402,4850127
2011-06-29,170.61,170.86,169.82,170.54,119.7122,3817296
2011-06-30,171.11,172.4468,170.75,171.55,120.4212,5105362
2011-07-01,171.61,174.65,171.49,174.54,122.5201,5181660
2011-07-05,173.52,175.4309,173.52,175.43,123.1448,4586423
2011-07-06,175.19,177.77,175.09,177.71,124.7453,5887048
2011-07-07,176.78,177.27,176.12,176.48,123.8819,5907150
2011-07-08,175.49,176.49,175.01,176.49,123.8889,4400429
2011-07-11,174.9,176.15,174.61,174.99,122.8359,4766847
2011-07-12,174.93,175.37,173.89,174.05,122.1761,5036955
2011-07-13,174.9,176.32,174,174.32,122.3656,4074888
2011-07-14,174.4,176.1,173.84,174.23,122.3025,4613459
2011-07-15,175.08,175.94,174.07,175.54,123.222,5350142
2011-07-18,174.73,176.46,173.58,175.28,123.0395,8879640
2011-07-19,178.74,185.21,178.65,185.21,130.01,13248770
2011-07-20,183.84,184.42,183,183.65,128.9149,5902862
2011-07-21,183.59,185.5,182.9,184.9,129.7924,4959316
2011-07-22,184.64,185.63,184.26,185.18,129.9889,4517396
2011-07-25,183.89,184.96,183.28,183.7,128.95,4988243
2011-07-26,182.94,184.05,182.65,182.93,128.4095,4356291
2011-07-27,182.01,182.91,180.93,181.35,127.3004,5806806
2011-07-28,181.06,183.27,180.88,181.8,127.6163,4478779
2011-07-29,180.26,183.43,179.73,181.85,127.6514,6667438
2011-08-01,182.6,183.69,178.5,180.75,126.8792,5845944
2011-08-02,179.95,182.29,177.86,178.05,124.9839,5770372
2011-08-03,177.67,179.23,175.41,178.83,125.5315,6724029
2011-08-04,176.5,177.92,171.18,171.48,120.3721,11023190
2011-08-05,172.1,174.22,166.52,172.98,121.425,11872200
2011-08-08,168.83,172.61,166,166.22,117.1879,15805890
2011-08-09,167.46,171.05,162,170.61,120.2829,12517920
2011-08-10,168.18,169.23,161.85,162.54,114.5934,13994800
2011-08-11,164.1,168.77,162.94,166.73,117.5474,9176528
2011-08-12,168.5,169.38,165.83,168.2,118.5838,5186931
2011-08-15,171.32,174,170.39,172.99,121.9608,7645358
2011-08-16,172.19,172.19,169,171.24,120.727,5585496
2011-08-17,171.57,172.99,169.89,171.48,120.8962,5130785
2011-08-18,166.32,166.46,160.16,163.83,115.5029,15083690
2011-08-19,162.17,163.94,157.13,157.54,111.0683,14072340
2011-08-22,161.35,161.68,157.62,158.98,112.0835,7253910
2011-08-23,160.65,164.59,159.53,164.32,115.8483,6924129
2011-08-24,164.13,166.83,163.35,166.76,117.5686,6427240
2011-08-25,167.52,168.53,164.85,165.58,116.7366,6759181
2011-08-26,164.85,169.33,163.28,169.14,119.2465,6438785
2011-08-29,170.58,172.72,170.36,172.62,121.7,5294197
2011-08-30,172.06,173.51,170.88,172.51,121.6224,4478665
2011-08-31,173.29,173.72,170.71,171.91,121.1994,6074660
2011-09-01,172.71,173.68,170.12,170.33,120.0855,5463880
2011-09-02,167.69,168.93,166,166.98,117.7237,4979011
2011-09-06,163.06,165.55,162.2,165.11,116.4053,5761373
2011-09-07,167.28,167.9,166.16,167.31,117.9563,6798585
2011-09-08,167,169.58,165.1,165.25,116.504,6028321
2011-09-09,164.57,165.19,160.81,161.37,113.7685,6743810
2011-09-12,160.04,162.44,158.76,162.42,114.5088,5247581
2011-09-13,163.64,163.92,161.54,163.43,115.2209,4723740
2011-09-14,164.01,169.66,161.99,167.24,117.907,6981043
2011-09-15,168.64,170.16,167.23,170.09,119.9163,5464433
2011-09-16,171.33,172.99,169.74,172.99,121.9608,11049060
2011-09-19,169.5,173.87,169.43,173.13,122.0595,4757407
2011-09-20,173.57,177.43,172.7,174.72,123.1805,6209893
2011-09-21,175,177.67,172.62,173.02,121.982,7043250
2011-09-22,168.33,169.97,166.5,168.62,118.8799,8195806
2011-09-23,166.99,169.54,165.76,169.34,119.3875,5586589
2011-09-26,170.96,174.7,169.86,174.51,123.0324,6745650
2011-09-27,176.82,179.62,176.43,177.71,125.2885,7640243
2011-09-28,177.97,180.75,177.08,177.55,125.1757,7732274
2011-09-29,179.69,180.91,175.53,179.17,126.3178,6944293
