Date,Open,High,Low,Close,Adjusted_close,Volume
2010-02-22,111.55,111.58,110.83,111.16,88.4778,132346808
2010-02-23,110.86,111.2,109.52,109.81,87.4033,207496924
2010-02-24,110.14,111,109.86,110.82,88.2072,176350611
2010-02-25,109.24,110.75,108.94,110.67,88.0878,259634682
2010-02-26,110.77,111.12,110.11,110.74,88.1435,173589231
2010-03-01,111.2,112,111.17,111.89,89.0589,147709644
2010-03-02,112.37,112.74,112,112.2,89.3056,160992382
2010-03-03,112.49,112.97,112.02,112.3,89.3852,150784940
2010-03-04,112.45,112.8,112.03,112.641,89.6566,135770353
2010-03-05,113.37,114.34,113.1,114.25,90.9373,176118769
2010-03-08,114.26,114.52,114.07,114.27,90.9532,114631139
2010-03-09,113.93,114.99,113.87,114.46,91.1044,154556674
2010-03-10,114.51,115.275,114.41,114.97,91.5104,186088798
2010-03-11,114.7,115.48,114.35,115.45,91.8924,160875844
2010-03-12,115.95,115.97,115.14,115.46,91.9004,162074761
2010-03-15,115.26,115.575,114.6,115.49,91.9243,146816801
2010-03-16,115.81,116.52,115.49,116.41,92.6566,168672990
2010-03-17,116.76,117.48,116.4198,117.1,93.2058,177468085
2010-03-18,117.11,117.27,116.57,117.0375,93.156,196509041
2010-03-19,116.96,117.293,115.52,115.97,92.6868,226641098
2010-03-22,115.31,116.8,115.24,116.5925,93.1843,184477713
2010-03-23,116.76,117.51,116.38,117.41,93.8377,182941554
2010-03-24,116.97,117.4264,115.58,116.84,93.3821,196183319
2010-03-25,117.63,118.1666,116.51,116.65,93.2302,223396257
2010-03-26,116.87,117.42,116.12,116.582,93.1759,205808499
2010-03-29,117.1699,117.53,116.6886,117.32,93.7657,134513501
2010-03-30,117.46,117.83,116.91,117.4,93.8297,145772406
2010-03-31,116.95,117.52,116.61,117,93.51,161078665
2010-04-01,117.8,118.25,117.1,117.8,94.1494,161215165
2010-04-05,118.25,118.84,117.92,118.76,94.9166,105847602
2010-04-06,118.42,119.25,118.29,119.04,95.1404,110384143
2010-04-07,118.8,119.3567,117.81,118.36,94.5969,184576297
2010-04-08,117.95,118.97,117.6,118.7725,94.9266,158703990
2010-04-09,119.02,119.6,118.8,119.55,95.548,133006493
2010-04-12,119.7,120.05,119.56,119.74,95.6999,110278931
2010-04-13,119.62,120.04,119,119.83,95.7718,125125040
2010-04-14,120.27,121.19,120.08,121.19,96.8587,161608989
2010-04-15,120.99,121.565,120.95,121.29,96.9387,144615226
2010-04-16,120.86,121.285,118.75,119.36,95.3962,366879697
2010-04-19,119.01,119.93,118.47,119.81,95.7558,217947757
2010-04-20,120.56,120.98,119.871,120.88,96.611,157707939
2010-04-21,120.95,121.23,119.99,120.66,96.4352,192910086
2010-04-22,119.81,121.17,119.12,121.02,96.7229,239188584
2010-04-23,120.94,121.86,120.63,121.8125,97.3563,177335420
2010-04-26,121.85,122.12,121.23,121.35,96.9866,143457213
2010-04-27,120.65,121.3346,118.25,118.48,94.6928,355853771
2010-04-28,119.05,119.68,118.27,119.38,95.4121,300677608
2010-04-29,120.1,121.11,120.07,120.8575,96.593,193774904
2010-04-30,120.88,121.01,118.78,118.8125,94.9586,270000858
2010-05-03,119.38,120.68,119.2,120.35,96.1874,182747817
2010-05-04,119.01,119.03,116.92,117.52,93.9256,360353366
2010-05-05,116.56,117.8,115.97,116.82,93.3661,328973162
2010-05-06,116.26,117,105,112.942,90.2667,647316760
2010-05-07,112.64,113.77,109.41,111.26,88.9224,637558734
2010-05-10,115.81,116.65,114.91,116.16,92.8386,396159543
2010-05-11,115.07,117.36,114.91,115.83,92.5749,317849705
2010-05-12,116.29,117.62,116.09,117.45,93.8696,235607027
2010-05-13,117.13,117.68,115.89,115.99,92.7028,234456089
2010-05-14,115.12,115.33,112.87,113.89,91.0244,345602060
2010-05-17,114.2,114.52,111.77,113.95,91.0723,325943991
2010-05-18,114.88,115.22,112.03,112.4,89.8335,360595878
2010-05-19,111.77,112.77,110.36,111.76,89.322,394759527
2010-05-20,109.38,109.89,107.47,107.54,85.9493,530423626
2010-05-21,105.91,109.38,105.3612,109.115,87.208,500909335
2010-05-24,108.52,109.39,107.61,107.71,86.0851,269822997
2010-05-25,105.11,107.87,104.38,107.818,86.1714,396505132
2010-05-26,108.48,109.47,106.85,107.17,85.6535,349719279
2010-05-27,109.19,110.8,108.7801,110.76,88.5228,300870473
2010-05-28,110.64,110.724,108.85,109.369,87.411,297933434
2010-06-01,108.35,109.95,107.37,107.53,85.9413,277909392
2010-06-02,108.08,110.34,107.5091,110.33,88.1791,240243641
2010-06-03,110.65,111.06,109.58,110.71,88.4828,226618259
2010-06-04,108.61,109.33,106.465,106.82,85.3738,398475566
2010-06-07,107.2,107.61,105.41,105.49,84.3108,264609061
2010-06-08,105.57,106.83,104.65,106.62,85.214,357774294
2010-06-09,107.24,108.28,105.6,106.05,84.7584,268023252
2010-06-10,107.86,109.28,106.0426,109.15,87.236,317890583
2010-06-11,108.19,109.75,108.12,109.68,87.6596,214128107
2010-06-14,110.52,111.12,109.4,109.509,87.5229,207196003
2010-06-15,110.28,112.1,110.09,112,89.5138,238268655
2010-06-16,111.42,112.42,111.2,111.96,89.4819,216373918
2010-06-17,112.28,112.33,111.05,112.14,89.6257,263185740
2010-06-18,111.83,112.13,111.37,111.729,89.7223,174006543
2010-06-21,113.12,113.2,110.79,111.41,89.4661,213140636
2010-06-22,111.41,111.9,109.41,109.57,87.9885,239355313
2010-06-23,109.64,110.03,108.48,109.23,87.7155,254698722
2010-06-24,108.69,108.83,107.14,107.42,86.262,268692053
2010-06-25,107.74,108.42,106.77,107.8675,86.6214,238726472
2010-06-28,108.03,108.32,107.14,107.53,86.3504,169333229
2010-06-29,106.02,107.5114,103.55,104.21,83.6843,373760407
2010-06-30,103.92,104.88,102.88,103.22,82.8893,284101670
2010-07-01,103.15,103.49,101.13,102.76,82.5199,382924764
2010-07-02,103.11,103.42,101.62,102.2,82.0702,233385146
2010-07-06,103.64,104.37,101.88,102.87,82.6082,256936431
2010-07-07,103.13,106.24,103.02,106.1075,85.208,253769702
2010-07-08,107,107.28,105.91,107.16,86.0532,210842046
2010-07-09,107.13,107.97,106.93,107.96,86.6957,144999850
2010-07-12,107.6,108.24,107.15,108.03,86.7519,131283538
2010-07-13,109.15,110.09,108.93,109.66,88.0608,213025882
2010-07-14,109.31,110.08,108.86,109.651,88.0536,184426719
2010-07-15,109.61,110.06,108.17,109.68,88.0769,232337892
2010-07-16,109.09,109.2059,106.45,106.66,85.6517,282693306
2010-07-19,107.05,107.63,106.22,107.29,86.1576,186708979
2010-07-20,105.87,108.56,105.82,108.48,87.1132,258162303
2010-07-21,109.04,109.07,106.63,107.07,85.981,264526950
2010-07-22,108.34,109.94,108.33,109.461,87.901,274781292
2010-07-23,109.24,110.57,108.93,110.41,88.6631,222020785
2010-07-26,110.6,111.67,110.29,111.56,89.5866,182126480
2010-07-27,112.17,112.29,111.11,111.55,89.5786,204855535
2010-07-28,111.32,111.66,110.46,110.83,89.0004,163056171
2010-07-29,111.52,111.82,109.41,110.29,88.5667,220149031
2010-07-30,109.17,110.86,108.98,110.27,88.5507,220070531
2010-08-02,111.99,112.94,111.54,112.76,90.5502,188263197
2010-08-03,112.48,112.77,111.85,112.22,90.1166,146657242
2010-08-04,112.53,113.11,112.16,112.97,90.7189,158171627
2010-08-05,112.25,112.91,112.08,112.85,90.6225,140473721
2010-08-06,111.74,112.57,110.92,112.392,90.2547,239728279
2010-08-09,112.92,113.18,112.32,112.992,90.7365,120800381
2010-08-10,112.03,112.98,111.3701,112.375,90.2411,242916211
2010-08-11,110.65,110.69,109.12,109.3,87.7717,273408176
2010-08-12,107.65,109.02,107.6,108.63,87.2337,239542543
2010-08-13,108.29,108.96,108.18,108.31,86.9767,158698476
2010-08-16,107.57,108.61,107.18,108.26,86.9366,147895278
2010-08-17,109.19,110.39,108.88,109.59,88.0046,172270222
2010-08-18,109.54,110.38,108.91,109.79,88.1652,182922040
2010-08-19,109.22,109.49,107.43,107.88,86.6314,265847589
2010-08-20,107.56,107.9376,106.7499,107.53,86.3504,209714149
2010-08-23,108.04,108.57,107.07,107.1236,86.024,163490258
2010-08-24,105.95,106.39,104.97,105.53,84.7443,280795568
2010-08-25,104.95,106.34,104.29,105.94,85.0735,272330717
2010-08-26,106.44,106.58,104.88,105.23,84.5034,224492677
2010-08-27,105.89,106.97,104.31,106.86,85.8123,272704063
2010-08-30,106.58,106.91,105.3,105.311,84.5684,167238558
2010-08-31,104.92,105.98,104.49,105.31,84.5676,273933006
2010-09-01,106.73,108.61,106.66,108.46,87.0972,267834949
2010-09-02,108.72,109.49,108.49,109.47,87.9082,156112147
2010-09-03,110.54,110.99,109.95,110.89,89.0486,212197260
2010-09-07,110.37,110.51,109.55,109.64,88.0448,141973690
2010-09-08,109.86,110.85,109.81,110.41,88.6631,150268927
2010-09-09,111.65,111.68,110.62,110.92,89.0726,147017889
2010-09-10,111.12,111.61,110.87,111.482,89.524,127818961
2010-09-13,112.58,112.95,112.13,112.72,90.5181,178503456
2010-09-14,112.5,113.29,112.08,112.65,90.4619,209823581
2010-09-15,112.32,113.21,111.98,113.08,90.8072,168608341
2010-09-16,112.73,113.12,112.35,113.05,90.7831,199962858
2010-09-17,113.04,113.15,112.18,112.49,90.8171,195836810
2010-09-20,112.88,114.46,112.5216,114.21,92.2057,214786712
2010-09-21,114.3,114.84,113.51,113.98,92.0201,268632440
2010-09-22,113.8,114.44,113.1,113.42,91.5679,191322353
2010-09-23,112.49,113.67,112.18,112.498,90.8236,202354235
2010-09-24,113.75,114.9,113.65,114.82,92.6982,209671704
2010-09-27,114.86,114.99,114.16,114.27,92.2542,128799460
2010-09-28,114.42,115.04,113.18,114.67,92.5771,209207409
2010-09-29,114.38,114.91,114.02,114.47,92.4156,179665724
2010-09-30,115.05,115.79,113.59,114.13,92.1412,287106609
2010-10-01,114.99,115.12,113.93,114.61,92.5287,174638619
2010-10-04,114.37,114.85,113.18,113.75,91.8344,166153198
2010-10-05,114.8,116.32,114.67,116.04,93.6832,229634076
2010-10-06,116.02,116.33,115.56,116.03,93.6751,148626519
2010-10-07,116.5,116.53,115.19,115.89,93.5621,164859971
2010-10-08,116.05,116.86,115.61,116.5375,94.0848,177760079
2010-10-11,116.72,116.97,116.25,116.65,94.1756,103098291
2010-10-12,116.27,117.35,115.65,117.01,94.4663,182209984
2010-10-13,117.66,118.55,117.38,117.92,95.201,194347147
2010-10-14,117.8099,118.01,116.72,117.46,94.8296,217764255
2010-10-15,118.28,118.35,116.76,117.7,95.0233,243704938
2010-10-18,117.74,118.67,117.31,118.28,95.4916,141502179
2010-10-19,117.19,117.85,116.02,116.73,94.2402,280604682
2010-10-20,116.94,118.44,116.87,117.87,95.1606,200051747
2010-10-21,118.4,119.09,117.21,118.13,95.3705,221546107
2010-10-22,118.31,118.53,118,118.347,95.5457,108212321
2010-10-25,119.14,119.76,118.61,118.7,95.8307,151145700
2010-10-26,118.1,118.84,117.87,118.72,95.8468,158982885
2010-10-27,117.89,118.51,117.26,118.38,95.5723,190023965
2010-10-28,119.06,119.11,117.83,118.4,95.5885,168575989
2010-10-29,118.28,118.72,118.07,118.49,95.6611,144305475
2010-11-01,119.07,119.75,117.85,118.53,95.6934,174074708
2010-11-02,119.42,119.75,119.1,119.475,96.4564,158345856
2010-11-03,119.675,120.02,118.45,119.95,96.8398,226702775
2010-11-04,121.28,122.32,119.9724,122.26,98.7048,215039313
2010-11-05,122.34,122.92,122.18,122.725,99.0802,180654096
2010-11-08,122.34,122.69,121.94,122.49,98.8905,155901614
2010-11-09,122.82,122.95,121.12,121.61,98.18,186621575
2010-11-10,121.58,122.16,120.66,122.1,98.5756,221387386
2010-11-11,121.05,121.82,120.68,121.635,98.2002,158017547
2010-11-12,120.82,121.35,119.65,120.198,97.0401,239068789
2010-11-15,120.58,121.05,119.98,120.03,96.9044,163940710
2010-11-16,119.29,119.49,117.59,118.16,95.3947,300331917
2010-11-17,118.21,118.71,117.86,118.218,95.4415,172308826
2010-11-18,119.36,120.39,119.35,119.9575,96.8459,197723674
2010-11-19,119.9,120.34,119.25,120.29,97.1143,156852807
2010-11-22,119.69,120.24,118.77,120.19,97.0336,181592166
2010-11-23,118.77,119.015,117.99,118.4475,95.6268,222308913
2010-11-24,119.2,120.23,119.18,120.2,97.0417,140159033
2010-11-26,119.16,119.81,119.03,119.29,96.307,76007704
2010-11-29,118.5,119.48,117.74,119.162,96.2037,223642224
2010-11-30,117.98,119.17,117.81,118.4925,95.6632,233930639
2010-12-01,120.2,121.24,120.19,121.01,97.6956,221037149
2010-12-02,121.2,122.65,121.13,122.56,98.947,191213570
2010-12-03,122.14,123.03,122.11,122.89,99.2134,151288823
2010-12-06,122.63,123.04,122.5,122.76,99.1085,103050459
2010-12-07,123.94,124.01,122.76,122.83,99.165,206580946
2010-12-08,122.98,123.38,122.41,123.28,99.5283,138019177
2010-12-09,123.97,124.02,123.15,123.76,99.9158,123705049
2010-12-10,124.14,124.6,123.73,124.48,100.4971,117571625
2010-12-13,125.05,125.2,124.52,124.56,100.5617,133812609
2010-12-14,124.75,125.23,124.29,124.67,100.6505,147249532
2010-12-15,124.44,124.93,123.89,124.098,100.1887,160823010
2010-12-16,124.18,124.91,123.75,124.82,100.7716,185035177
2010-12-17,124.08,124.46,123.82,124.3,100.8793,141075278
2010-12-20,124.64,124.9,123.98,124.6,101.1228,119085459
2010-12-21,124.99,125.47,124.87,125.39,101.7639,94965438
2010-12-22,125.48,125.82,125.41,125.78,102.0804,78878090
2010-12-23,125.64,125.78,125.29,125.6,101.9344,70079275
2010-12-27,125.13,125.77,125.04,125.65,101.9749,58125974
2010-12-28,125.9,125.95,125.5,125.83,102.121,55309010
2010-12-29,125.98,126.2,125.9,125.92,102.1941,58033036
2010-12-30,125.8,126.13,125.53,125.72,102.0318,76616846
2010-12-31,125.53,125.87,125.33,125.75,102.0561,91270271
2011-01-03,126.71,127.6,125.6969,127.05,103.1112,138725191
2011-01-04,127.33,127.37,126.19,126.98,103.0543,137409675
2011-01-05,126.58,127.725,126.46,127.64,103.59,133975250
2011-01-06,127.69,127.83,127.01,127.39,103.3871,122518970
2011-01-07,127.56,127.77,126.15,127.14,103.1842,156034587
2011-01-10,126.58,127.16,126.2,126.98,103.0543,122401644
2011-01-11,127.44,127.74,126.95,127.43,103.4196,110286968
2011-01-12,128.21,128.72,127.4621,128.58,104.3529,107929135
2011-01-13,128.63,128.69,128.05,128.3675,104.1804,129229132
2011-01-14,128.19,129.33,128.1,129.3,104.9372,117677857
2011-01-18,129.18,129.64,129.03,129.52,105.1158,114401252
2011-01-19,129.41,129.5357,127.91,128.25,104.0851,151958324
2011-01-20,127.96,128.4,127.13,128.08,103.9471,175745603
2011-01-21,128.88,129.17,128.23,128.37,104.1824,151462880
2011-01-24,128.285,129.25,128.26,129.1,104.7749,113715455
2011-01-25,128.76,129.28,128.11,129.17,104.8317,167552153
2011-01-26,129.49,130.05,129.23,129.67,105.2375,141281439
2011-01-27,129.7,130.21,129.47,129.99,105.4972,123302633
2011-01-28,130.14,130.35,127.51,127.72,103.6549,295637223
2011-01-31,128.07,128.78,127.75,128.68,104.434,149249105
2011-02-01,129.46,130.97,129.3801,130.74,106.1059,167194214
2011-02-02,130.4,130.84,130.33,130.485,105.8989,118323602
2011-02-03,130.26,130.98,129.57,130.78,106.1383,145886611
2011-02-04,130.83,131.2,130.23,131.15,106.4386,134634710
2011-02-07,131.44,132.4,131.43,131.97,107.1041,112439030
2011-02-08,132.09,132.64,131.73,132.57,107.5911,99072704
2011-02-09,132.21,132.63,131.61,132.269,107.3468,146436606
2011-02-10,131.6,132.47,131.3,132.321,107.389,162708478
2011-02-11,131.8,133.28,131.77,133.11,108.0293,137716436
2011-02-14,133.03,133.54,132.88,133.43,108.289,101691100
2011-02-15,133.02,133.22,132.3167,133.01,107.9482,119575387
2011-02-16,133.46,134.01,133.19,133.85,108.6299,130183448
2011-02-17,133.46,134.43,133.34,134.25,108.9545,109810420
2011-02-18,134.37,134.69,134.06,134.53,109.1818,130002330
2011-02-22,133.12,134.5615,131.47,131.83,106.9905,233116375
2011-02-23,131.75,132.07,130.21,131.02,106.3331,227610100
2011-02-24,130.88,131.44,129.7,130.93,106.2601,260467041
2011-02-25,131.48,132.41,131.4,132.33,107.3963,141693837
2011-02-28,132.82,133.32,132.38,133.15,108.0618,141600773
2011-03-01,133.57,133.69,130.89,130.93,106.2601,258582270
2011-03-02,130.75,131.82,130.35,131.21,106.4873,200277834
2011-03-03,132.4,133.62,132.39,133.47,108.3215,176485166
2011-03-04,133.37,133.63,131.6,132.47,107.5099,277371473
2011-03-07,132.86,133.1594,130.735,131.43,106.6659,216888931
2011-03-08,131.64,133,131.07,132.58,107.5992,174706407
2011-03-09,132.32,132.8,131.6,132.39,107.445,153903463
2011-03-10,131,131.18,129.81,129.9375,105.4546,301665703
2011-03-11,129.52,131.31,129.49,130.84,106.187,225758504
2011-03-14,129.99,130.48,129.06,130.05,105.5459,235607778
2011-03-15,126.59,129.33,126.5,128.56,104.3366,359794831
2011-03-16,128.15,128.57,125.28,126.175,102.401,469160630
2011-03-17,128,128.39,127.1,127.85,103.7604,254521638
2011-03-18,128.84,128.88,127.51,127.76,104.1381,230654390
2011-03-21,129.35,130.01,129.2,129.74,105.752,154065282
2011-03-22,129.72,129.89,129.17,129.29,105.3852,129743412
2011-03-23,128.93,130,128.32,129.66,105.6868,148648724
2011-03-24,130.4,131.09,129.67,130.9,106.6975,159238287
2011-03-25,131.24,131.87,130.8921,131.3,107.0236,155769995
2011-03-28,131.58,131.92,130.94,130.98,106.7627,109839083
2011-03-29,130.87,131.9,130.44,131.86,107.48,129844555
2011-03-30,132.55,133.16,132.36,132.77,108.2218,135895860
2011-03-31,132.6,132.96,132.45,132.59,108.075,132756530
2011-04-01,133.41,133.77,132.83,133.15,108.5315,154038917
2011-04-04,133.43,133.67,132.88,133.26,108.6212,100773342
2011-04-05,133,133.83,132.94,133.24,108.6049,121083840
2011-04-06,133.88,134,133.12,133.66,108.9472,120453617
2011-04-07,133.42,133.9775,132.66,133.32,108.6701,170973204
2011-04-08,133.91,133.99,132.31,132.86,108.2951,148014798
2011-04-11,133,133.45,132.14,132.46,107.9691,121518486
2011-04-12,131.72,131.98,130.99,131.47,107.1621,161480682
2011-04-13,132.08,132.18,130.96,131.46,107.154,162172967
2011-04-14,130.7,131.76,130.27,131.56,107.2355,161271236
2011-04-15,131.8,132.37,131.41,132.04,107.6267,170146610
2011-04-18,130.59,132.0301,129.51,130.56,106.4204,210908208
2011-04-19,130.76,131.35,130.44,131.31,107.0317,124321889
2011-04-20,132.88,133.39,132.79,133.1,108.4907,156473001
2011-04-21,133.79,133.84,133.1046,133.78,109.045,136214509
2011-04-25,133.68,133.86,133.2,133.64,108.9309,65760002
2011-04-26,134.05,135.06,133.91,134.791,109.8691,146658425
2011-04-27,135.05,135.87,134.5,135.67,110.5856,143104801
2011-04-28,135.43,136.29,135.41,136.11,110.9442,124865764
2011-04-29,136.16,136.57,135.98,136.43,111.2051,115094350
2011-05-02,137.07,137.18,135.95,136.22,111.0339,126310033
2011-05-03,135.96,136.19,135.045,135.73,110.6345,138445808
2011-05-04,135.67,135.73,134.23,134.83,109.9009,182821163
2011-05-05,134.08,134.95,133.02,133.61,108.9064,227065699
2011-05-06,134.94,135.63,133.68,134.2,109.3874,222951264
2011-05-09,134.19,135.11,133.98,134.72,109.8112,114134435
2011-05-10,135.17,136.11,135,135.87,110.7486,114886994
2011-05-11,135.67,135.69,133.82,134.44,109.583,193745610
2011-05-12,134.08,135.36,133.39,135.08,110.1047,171648128
2011-05-13,135.15,135.34,133.56,134.04,109.2569,157499081
2011-05-16,133.56,134.61,132.97,133.19,108.5641,141770642
2011-05-17,132.69,133.35,132.12,133.17,108.5478,192852310
2011-05-18,133.24,134.5,132.95,134.36,109.5178,135228138
2011-05-19,134.8,135.03,133.94,134.68,109.7786,119584847
2011-05-20,134.33,134.6781,133.36,133.61,108.9064,182638302
2011-05-23,131.98,133.6475,131.59,132.06,107.643,168799987
2011-05-24,132.44,132.73,131.7,131.95,107.5534,147200295
2011-05-25,131.42,132.94,131.38,132.39,107.912,151102185
2011-05-26,132.03,133.24,131.78,133,108.4092,164984594
2011-05-27,133.37,133.87,132.9588,133.51,108.8249,120921858
2011-05-31,134.77,134.92,133.84,134.9,109.9579,164731167
2011-06-01,134.51,134.9234,131.76,131.87,107.4882,233094277
2011-06-02,131.96,132.24,130.96,131.73,107.374,200466729
2011-06-03,130.15,131.42,130.08,130.42,106.3063,234690124
2011-06-06,130.09,130.36,128.87,129.045,105.1855,179951146
2011-06-07,129.7,130.07,128.85,128.96,105.1162,161805954
2011-06-08,128.76,129.19,128.18,128.42,104.676,198696304
2011-06-09,128.77,129.93,128.46,129.4,105.4748,160964350
2011-06-10,128.85,128.93,127.26,127.6,104.0077,238629307
2011-06-13,127.89,128.24,127.05,127.7,104.0892,207599751
2011-06-14,128.87,129.77,128.82,129.32,105.4096,160570345
2011-06-15,128.24,129.2991,126.68,127.02,103.5349,300957945
2011-06-16,127.06,127.97,126.32,127.3,103.7631,308038426
2011-06-17,127.93,127.94,126.62,127.05,104.0725,234996065
2011-06-20,126.62,127.97,126.58,127.7,104.6049,159478911
2011-06-21,128.36,129.7,127.7535,129.45,106.0384,193157234
2011-06-22,129.05,129.81,128.59,128.67,105.3995,176886453
2011-06-23,127.16,128.6361,126.19,128.301,105.0972,334286827
2011-06-24,128.27,128.37,126.62,126.81,103.8759,226129358
2011-06-27,126.89,128.43,126.64,127.94,104.8015,168908174
2011-06-28,128.45,129.63,128.27,129.61,106.1695,165556257
2011-06-29,130.2,130.93,129.6321,130.72,107.0787,244295405
2011-06-30,131.14,132.18,130.705,131.97,108.1026,223496512
2011-07-01,132.09,134.1,131.78,133.92,109.7,202385636
2011-07-05,133.78,134.08,133.39,133.81,109.6099,165935968
2011-07-06,133.49,134.14,133.11,133.97,109.7409,143332679
2011-07-07,135.16,135.7,134.88,135.36,110.8796,170464164
2011-07-08,133.83,135.3558,133.39,134.4,110.0932,194171492
2011-07-11,132.75,133.18,131.66,131.97,108.1026,195918544
2011-07-12,131.69,132.78,131.36,131.4,107.6357,214675640
2011-07-13,132.09,133.22,131.519,131.84,107.9962,204062545
2011-07-14,132.17,132.78,130.68,130.93,107.2507,226111747
2011-07-15,131.66,131.87,130.77,131.69,107.8733,220124620
2011-07-18,131.08,131.28,129.63,130.61,106.9886,196872076
2011-07-19,131.34,132.89,131.31,132.73,108.7252,166554896
2011-07-20,133.07,133.15,132.42,132.65,108.6597,137145310
2011-07-21,133.4,134.82,132.6693,134.49,110.1669,245270290
2011-07-22,134.52,134.72,133.76,134.58,110.2406,126019327
2011-07-25,133.3,134.49,133.16,133.83,109.6263,136653703
2011-07-26,133.74,133.96,133.03,133.33,109.2167,131278113
2011-07-27,132.59,132.63,130.43,130.6,106.9804,249020022
2011-07-28,130.6,131.77,130.01,130.22,106.6691,207939900
2011-07-29,128.91,130.55,127.9667,129.33,105.9401,307042469
2011-08-01,130.84,130.96,127.53,128.78,105.4896,325790824
2011-08-02,127.81,128.5,125.49,125.49,102.7946,346653757
2011-08-03,125.66,126.31,123.53,126.17,103.3516,371029415
2011-08-04,124.42,124.62,120.06,120.26,98.5105,520721783
2011-08-05,121.76,122.07,116.86,120.08,98.363,655561584
2011-08-08,116.91,120.1218,112.02,112.26,91.9573,702263849
2011-08-09,114.07,117.64,110.27,117.48,96.2332,717828611
2011-08-10,115.26,116.28,111.95,112.29,91.9819,662607378
2011-08-11,113.26,118.92,112.317,117.33,96.1104,487979673
2011-08-12,118.4,119.215,117.28,118.12,96.7575,313731600
2011-08-15,119.19,120.74,119,120.62,98.8053,258810580
2011-08-16,119.47,120.69,118.31,119.59,97.9616,294095199
2011-08-17,120.25,121.2,118.72,119.67,98.0272,238201070
2011-08-18,116.5,119.714,113.39,114.51,93.8004,512956218
2011-08-19,112.96,115.88,112.5,112.64,92.2686,428281241
2011-08-22,115.17,115.23,112.41,112.73,92.3423,275090591
2011-08-23,113.15,116.5665,112.58,116.44,95.3813,331136599
2011-08-24,116.19,118.24,115.92,118.08,96.7247,246869675
2011-08-25,118.73,119.4,115.87,116.28,95.2503,312365337
2011-08-26,115.69,118.51,113.85,117.97,96.6346,314495833
2011-08-29,119.56,121.43,118.0569,121.36,99.4115,190977185
2011-08-30,120.83,122.43,119.26,121.68,99.6736,241315666
2011-08-31,122.46,123.51,121.3,122.22,100.116,301828304
2011-09-01,122.29,123.4,120.78,120.94,99.0675,254585844
2011-09-02,118.42,120.8726,117.43,117.85,96.5363,255517200
2011-09-06,114.39,117.16,114.38,116.99,95.8318,285142737
2011-09-07,118.76,120.34,118.36,120.29,98.535,209803113
2011-09-08,119.57,120.94,118.77,119.04,97.5111,250568194
2011-09-09,117.68,119.057,115.28,115.92,94.9554,380195064
2011-09-12,114.47,116.76,114.05,116.67,95.5697,305793438
2011-09-13,117.05,118.18,116.22,117.74,96.4462,272514654
2011-09-14,118.34,120.8,116.72,119.37,97.7814,319389428
2011-09-15,120.65,121.47,119.4034,121.43,99.4689,326777105
2011-09-16,121.29,121.97,120.32,121.521,100.0584,284528213
2011-09-19,119.53,120.93,118.72,120.31,99.0612,241516921
2011-09-20,120.82,121.99,120.01,120.17,98.946,218932124
2011-09-21,120.23,120.6,116.44,116.63,96.0312,316251215
2011-09-22,113.25,114.21,111.3,112.86,92.927,513920097
2011-09-23,112.11,114.16,112.02,113.54,93.4869,307242488
